앱이름,유저이름,리뷰날짜,평점,리뷰의 좋아요 개수,리뷰 내용,전처리1,spell_check
당근마켓,조인성,2020년 11월 23일,5,1.0,앱 너무 잘 쓰고 있는데 최근에 버그가 생겼어요. 검색 후 결과 리스트에서 첫번째 줄 선택하면 본문조회 되자마자 검색화면으로 돌아가고 그 첫번째 다시 선택하면 강종나요. 빠른 조치 부탁드립니다. 감사합니다,앱 너무 잘 쓰고 있는데 최근에 버그가 생겼어요 검색 후 결과 리스트에서 첫번째 줄 선택하면 본문조회 되자마자 검색화면으로 돌아가고 그 첫번째 다시 선택하면 강종나요 빠른 조치 부탁드립니다 감사합니다,앱 너무 잘 쓰고 있는데 최근에 버그가 생겼어요 검색 후 결과 리스트에서 첫 번째 줄 선택하면 본문 조회되자마자 검색 화면으로 돌아가고 그 첫 번째 다시 선택하면 강조이나요 빠른 조치 부탁드립니다 감사합니다
당근마켓,조선왕조실룩샐룩,2021년 3월 10일,1,2.0,"관심목록 기능과 채팅으로 거래하기 기능을 사용하려면 판매자의 동네에 직접 가서 동네 인증을 해야 한다고 하네요 버스로 몇 정거장 거리를 살까말까 고민하느라 굳이 왔다갔다 해야 하는데 포켓몬고도 아니고 무슨 동네 인증을 이런식으로 해요....? 급하게 필요한 물건을 구매해야 해서 찾아보는데 이것 때문에 관심목록에 저장도 못 하고 당장 사고 싶어도 채팅을 못 해서 매우 답답하고 불편합니다. 경기권에서 서울까지는 직거래 가능했는데 판매자가 경기도에 살면 서울 사람은 물건 사기도 전에 경기도 가서 지역 인증 해야 하는게 너무 불편하다고 생...
전체 리뷰",관심목록 기능과 채팅으로 거래하기 기능을 사용하려면 판매자의 동네에 직접 가서 동네 인증을 해야 한다고 하네요 버스로 몇 정거장 거리를 살까말까 고민하느라 굳이 왔다갔다 해야 하는데 포켓몬고도 아니고 무슨 동네 인증을 이런식으로 해요 급하게 필요한 물건을 구매해야 해서 찾아보는데 이것 때문에 관심목록에 저장도 못 하고 당장 사고 싶어도 채팅을 못 해서 매우 답답하고 불편합니다 경기권에서 서울까지는 직거래 가능했는데 판매자가 경기도에 살면 서울 사람은 물건 사기도 전에 경기도 가서 지역 인증 해야 하는게 너무 불편하다고 생 전체 리뷰,관심 목록 기능과 채팅으로 거래하기 기능을 사용하려면 판매자의 동네에 직접 가서 동네 인증을 해야 한다고 하네요 버스로 몇 정거장 거리를 살까 말까 고민하느라 굳이 왔다 갔다 해야 하는데 포켓몬고도 아니고 무슨 동네 인증을 이런 식으로 해요 급하게 필요한 물건을 구매해야 해서 찾아보는데 이것 때문에 관심 목록에 저장도 못 하고 당장 사고 싶어도 채팅을 못 해서 매우 답답하고 불편합니다 경기권에서 서울까지는 직거래 가능했는데 판매자가 경기도에 살면 서울 사람은 물건 사기도 전에 경기도 가서 지역 인증해야 하는 게 너무 불편하다고 생 전체 리뷰
당근마켓,Hymn for you,2019년 11월 29일,5,73.0,"잘 이용하고 있어요:) 그런데 판매물품 올릴때 만약 옷이라면 제품명, 구매시기, 색상, 사이즈 등 구체적으로 기재될 수 있는 가이드라인을 제시해주시면 더 좋을 것 같아요~ 그냥 사진하나 띡 올리시는 분도 있고 일일이 채팅으로 물어보기 번거로운데 가이드라인을 제시해주시는 것도 좋을 것 같습니다:)",잘 이용하고 있어요 그런데 판매물품 올릴때 만약 옷이라면 제품명 구매시기 색상 사이즈 등 구체적으로 기재될 수 있는 가이드라인을 제시해주시면 더 좋을 것 같아요 그냥 사진하나 띡 올리시는 분도 있고 일일이 채팅으로 물어보기 번거로운데 가이드라인을 제시해주시는 것도 좋을 것 같습니다 ,잘 이용하고 있어요 그런데 판매 물품 올릴 때 만약 옷이라면 제품명 구매 시기 색상 사이즈 등 구체적으로 기재될 수 있는 가이드라인을 제시해주시면 더 좋을 것 같아요 그냥 사진 하나 찍 올리시는 분도 있고 일일이 채팅으로 물어보기 번거로운데 가이드라인을 제시해주시는 것도 좋을 것 같습니다 
당근마켓,Jean Kim,2021년 4월 13일,5,,잘 쓰고 있어요! 이용이 깔끔하고 친절해 정말 마음에 들어요 ㅎㅎ 특히 자주 쓰는 문구 지정 기능은 타앱 이용시 있다가 없으니 확실히 당근이 그리워지게 되네요. 혹시 앞으로 키워드 알림 외에도 특정 키워드 필터링 기능 도입하실 의향 있으신가요?,잘 쓰고 있어요 이용이 깔끔하고 친절해 정말 마음에 들어요 특히 자주 쓰는 문구 지정 기능은 타앱 이용시 있다가 없으니 확실히 당근이 그리워지게 되네요 혹시 앞으로 키워드 알림 외에도 특정 키워드 필터링 기능 도입하실 의향 있으신가요 ,잘 쓰고 있어요 이용이 깔끔하고 친절해 정말 마음에 들어요 특히 자주 쓰는 문구 지정 기능은 타앱 이용 시 있다가 없으니 확실히 당근이 그리워지게 되네요 혹시 앞으로 키워드 알림 외에도 특정 키워드 필터링 기능 도입하실 의향 있으신가요 
당근마켓,3 1,2021년 3월 1일,4,,잘 사용하고 있습니다. 다만 여기에 사용하다 추가해줬으면 하는 기능을 적어봅니다. 1) 찜한 제품의 가격 조정 알림이 새로 떴을 때 이전에 머물렀던 페이지에서 벗어나게 2) 찜한 제품을 사용자 임의의 카테고리별로 저장할 수 있게,잘 사용하고 있습니다 다만 여기에 사용하다 추가해줬으면 하는 기능을 적어봅니다 찜한 제품의 가격 조정 알림이 새로 떴을 때 이전에 머물렀던 페이지에서 벗어나게 찜한 제품을 사용자 임의의 카테고리별로 저장할 수 있게,잘 사용하고 있습니다 다만 여기에 사용하다 추가해줬으면 하는 기능을 적어봅니다 찜 한 제품의 가격 조정 알림이 새로 떴을 때 이전에 머물렀던 페이지에서 벗어나게 찜 한 제품을 사용자 임의의 카테고리별로 저장할 수 있게
당근마켓,유리,2019년 3월 9일,5,2.0,와~~ 이런앱이 있는걸 진작에 알았더라면...집이 더 빨리 정리가 되었을텐데~ㅎㅎ 근처에 계신 분들과 거래를 하니 빠르고 쉽게 거래가 이루어지는거 같고요 .앱이 참 사용하기 편리하네요~ 다만 동영상이 업로드 안되는건 좀 아쉬워요~,와 이런앱이 있는걸 진작에 알았더라면 집이 더 빨리 정리가 되었을텐데 근처에 계신 분들과 거래를 하니 빠르고 쉽게 거래가 이루어지는거 같고요 앱이 참 사용하기 편리하네요 다만 동영상이 업로드 안되는건 좀 아쉬워요 ,와 이런 앱이 있는 걸 진작에 알았더라면 집이 더 빨리 정리가 되었을 텐데 근처에 계신 분들과 거래를 하니 빠르고 쉽게 거래가 이루어지는 거 같고요 앱이 참 사용하기 편리하네요 다만 동영상이 업로드 안되는 건 좀 아쉬워요 
당근마켓,c w,2019년 9월 27일,5,,택배도 귀찮고해서 근처에있는사람끼리 중고제품나눠쓰려고 사용했는데 의외로 사용자도 많고 거래도 빠르게이루어져 너무 편합니다 집에 않쓰는 물건들 나눔에 참여하여 꼭필요한사람이 쓸수있어 좋은거 같아요 근데 이 당근앱은 뭘로 수익을 창출하는거죠? 광고도없고 수수료도 없어요 너무좋음 ㅎㅎ,택배도 귀찮고해서 근처에있는사람끼리 중고제품나눠쓰려고 사용했는데 의외로 사용자도 많고 거래도 빠르게이루어져 너무 편합니다 집에 않쓰는 물건들 나눔에 참여하여 꼭필요한사람이 쓸수있어 좋은거 같아요 근데 이 당근앱은 뭘로 수익을 창출하는거죠 광고도없고 수수료도 없어요 너무좋음 ,택배도 귀찮고 해서 근처에 있는 사람끼리 중고제품 나눠 쓰려고 사용했는데 의외로 사용자도 많고 거래도 빠르게 이루어져 너무 편합니다 집에 안 쓰는 물건들 나눔에 참여하여 꼭 필요한 사람이 쓸 수 있어 좋은 거 같아요 근데 이 당근 앱은 뭘로 수익을 창출하는 거죠 광고도 없고 수수료도 없어요 너무 좋음
당근마켓,조상우,2020년 10월 17일,1,,당근마켓 잘 쓰고 있었습니다 근데 제가 폰을 바꾸고 나서 당른마켓을 사용하려고 했는데요.. 계정이 없어졌어요.. 왜 없어진지는 모르겠는데 일단 다시 로그인을 했어요 근데 전화번호 입력하고 인증번호입력하려고 하는데 인증번호 전송이 안돼요 몇번을 계속 다시 전송을 눌렀는데도 안되서 지금 되게 빡친 상태입니다 뭐가 문제에요?도데체 왜 안되는건데요?이유 좀 알려주시면 좋겠네요...,당근마켓 잘 쓰고 있었습니다 근데 제가 폰을 바꾸고 나서 당른마켓을 사용하려고 했는데요 계정이 없어졌어요 왜 없어진지는 모르겠는데 일단 다시 로그인을 했어요 근데 전화번호 입력하고 인증번호입력하려고 하는데 인증번호 전송이 안돼요 몇번을 계속 다시 전송을 눌렀는데도 안되서 지금 되게 빡친 상태입니다 뭐가 문제에요 도데체 왜 안되는건데요 이유 좀 알려주시면 좋겠네요,당근 마켓 잘 쓰고 있었습니다 근데 제가 폰을 바꾸고 나서 당은 마켓을 사용하려고 했는데요 계정이 없어졌어요 왜 없어진지는 모르겠는데 일단 다시 로그인을 했어요 근데 전화번호 입력하고 인증번호 입력하려고 하는데 인증번호 전송이 안돼요 몇 번을 계속 다시 전송을 눌렀는데도 안돼서 지금 되게 화난 상태입니다 뭐가 문제에요 도대체 왜 안되는 건데요 이유 좀 알려주시면 좋겠네요
당근마켓,멍깜야꼬,2020년 4월 24일,5,,왜 이런 어플을 만들어서 하루종일 들여다 보게 만드나요? 게임같이 중독됨 굉장히 심플하고 필요한 기능만 딱딱 넣고 중고나라 같이 업자들 광고없이 동네만 나오니까 가격도 싸고 흠잡을때가 없음 근래본 어플중에 최고 개인적으로 다크모드 하나만 있었으면 좋겠네요 오래보면 눈아퍼요 ㅋ,왜 이런 어플을 만들어서 하루종일 들여다 보게 만드나요 게임같이 중독됨 굉장히 심플하고 필요한 기능만 딱딱 넣고 중고나라 같이 업자들 광고없이 동네만 나오니까 가격도 싸고 흠잡을때가 없음 근래본 어플중에 최고 개인적으로 다크모드 하나만 있었으면 좋겠네요 오래보면 눈아퍼요 ,왜 이런 어플을 만들어서 하루 종일 들여다보게 만드나요 게임같이 중독됨 굉장히 심플하고 필요한 기능만 딱딱 넣고 중고나라같이 업자들 광고 없이 동네만 나오니까 가격도 싸고 흠잡을 때가 없음 근래 본 어플 중에 최고 개인적으로 다크 모드 하나만 있었으면 좋겠네요 오래 보면 눈 아파요
당근마켓,김나긋ASMR,2020년 3월 6일,5,156.0,감사히 잘 사용하고 있습니다.^^ 한가지 피드백 드리고 싶습니닷! 안그러다가 몇 일 전부터 뒤로가기를 누르면 맨 상단으로 올라가버리더라구요. 판매자의 제품이 얼마없을때는 크게 문제없는데 판매목록이 많은 판매자의 제품을 보고 뒤로가기를 누르면 또 다시 밑으로 쭈욱 내려야하는게 조금 번거롭네용^^; 페이지 관련해서 한 번 체크 해주시면 감사드리겠습니당!!!!,감사히 잘 사용하고 있습니다 한가지 피드백 드리고 싶습니닷 안그러다가 몇 일 전부터 뒤로가기를 누르면 맨 상단으로 올라가버리더라구요 판매자의 제품이 얼마없을때는 크게 문제없는데 판매목록이 많은 판매자의 제품을 보고 뒤로가기를 누르면 또 다시 밑으로 쭈욱 내려야하는게 조금 번거롭네용 페이지 관련해서 한 번 체크 해주시면 감사드리겠습니당 ,감사히 잘 사용하고 있습니다 한가지 피드백 드리고 싶습니다 안 그러다가 며칠 전부터 뒤로 가기를 누르면 맨 상단으로 올라가 버리더라고요 판매자의 제품이 얼마 없을 때는 크게 문제없는데 판매 목록이 많은 판매자의 제품을 보고 뒤로 가기를 누르면 또다시 밑으로 쭉 내려야 하는 게 조금 번거롭네요 페이지 관련해서 한 번 체크해주시면 감사드리겠습니다
당근마켓,Tiara Kim,2021년 1월 27일,4,,"좋은어플 잘 사용하고 있어요 감사해요 근데 저만 그런지 모르겠는데 키워드알림을 해놓으면 바로 뜨는것도 있는반면 수분 또는 한시간가까이 지나서 알림을 받아요 요즘 유독 심하네요. 당근알림받고 바로 들어가도 그 매물은 수분전에 올린글이고, 인기매물은 예약이 되어있거나 판매완료상태예요 근데 핸드폰을 바꿔도 증상은 같아요 두개다 최신 프리미엄 폰입니다. 해결방법이나 개선부탁드리는 바입니다",좋은어플 잘 사용하고 있어요 감사해요 근데 저만 그런지 모르겠는데 키워드알림을 해놓으면 바로 뜨는것도 있는반면 수분 또는 한시간가까이 지나서 알림을 받아요 요즘 유독 심하네요 당근알림받고 바로 들어가도 그 매물은 수분전에 올린글이고 인기매물은 예약이 되어있거나 판매완료상태예요 근데 핸드폰을 바꿔도 증상은 같아요 두개다 최신 프리미엄 폰입니다 해결방법이나 개선부탁드리는 바입니다,좋은 어플 잘 사용하고 있어요 감사해요 근데 저만 그런지 모르겠는데 키워드 알림을 해놓으면 바로 뜨는 것도 있는 반면 수분 또는 한 시간 가까이 지나서 알림을 받아요 요즘 유독 심하네요 당근 알림 받고 바로 들어가도 그 매물은 두 분 전에 올린 글이고 인기 매물은 예약이 되어있거나 판매 완료 상태예요 근데 핸드폰을 바꿔도 증상은 같아요 두 개다 최신 프리미엄 폰입니다 해결 방법이나 개선 부탁드리는 바입니다
당근마켓,삐뚤어질테다.,2020년 5월 31일,5,89.0,"주로 네** 중고**를 이용하였는데, 우연히 알게 된 당근마켓! 중고**와 비교가 안될만큼 빠른 판매가 가능함에 놀랍습니다.(물론 상품이 좋아야겠죠!~^^) 가장 큰 장점은 제가 속한 지역구 또는 인접 지역구에서 구매를 하는터라 집앞까지도 지접 와주셔서 거래하는터라 너무 편합니다.~^^ 당근마켓! 대박 편합니다...",주로 네 중고 를 이용하였는데 우연히 알게 된 당근마켓 중고 와 비교가 안될만큼 빠른 판매가 가능함에 놀랍습니다 물론 상품이 좋아야겠죠 가장 큰 장점은 제가 속한 지역구 또는 인접 지역구에서 구매를 하는터라 집앞까지도 지접 와주셔서 거래하는터라 너무 편합니다 당근마켓 대박 편합니다,주로 네 중고를 이용하였는데 우연히 알게 된 당근 마켓 중고 와 비교가 안될 만큼 빠른 판매가 가능함에 놀랍습니다 물론 상품이 좋아야겠죠 가장 큰 장점은 제가 속한 지역구 또는 인접 지역구에서 구매를 하는 터라 집 앞까지도 지접 와주셔서 거래하는 터라 너무 편합니다 당근 마켓 대박 편합니다
당근마켓,So-Huei Kang,2021년 9월 15일,5,5.0,근처에 있는 사람들과 거래하기 좋긴 한데 위치가 애매한 곳에서 동네 인증하면 동네 분류가 지금 사는 곳과 먼곳으로 될 경우가 있어서 일부러 근처동네까지 나가서 인증하기도 하는데 어느정도 주변 위치도 설정할수 있으면 좋겠습니다. 근처 동네 말고도 내가 접근가능한 위치도 검색이 가능했으면 좋겠습니다.,근처에 있는 사람들과 거래하기 좋긴 한데 위치가 애매한 곳에서 동네 인증하면 동네 분류가 지금 사는 곳과 먼곳으로 될 경우가 있어서 일부러 근처동네까지 나가서 인증하기도 하는데 어느정도 주변 위치도 설정할수 있으면 좋겠습니다 근처 동네 말고도 내가 접근가능한 위치도 검색이 가능했으면 좋겠습니다,근처에 있는 사람들과 거래하기 좋긴 한데 위치가 애매한 곳에서 동네 인증하면 동네 분류가 지금 사는 곳과 먼 곳으로 될 경우가 있어서 일부러 근처 동네까지 나가서 인증하기도 하는데 어느 정도 주변 위치도 설정할 수 있으면 좋겠습니다 근처 동네 말고도 내가 접근 가능한 위치도 검색이 가능했으면 좋겠습니다
당근마켓,뚜릅,2020년 10월 20일,4,13.0,다좋은데 같은 동네 인증 범위가 좀더넓었으면 좋겠어요! 시골이여서 같은 동네 시내에 나가는거나 옆동네 나가는거나 비슷한데 쫌 더 멀다고 인증하라고 떠서 원하는 물건을 못살때가 많아요ㅠㅠ동네가 시골이라 제 비슷한 연령대의 사람이 적어 사고파는게 쉽지가 않아요 이런점은 지역에 따라서 차이를 두는것이 좋을것같아요,다좋은데 같은 동네 인증 범위가 좀더넓었으면 좋겠어요 시골이여서 같은 동네 시내에 나가는거나 옆동네 나가는거나 비슷한데 쫌 더 멀다고 인증하라고 떠서 원하는 물건을 못살때가 많아요 동네가 시골이라 제 비슷한 연령대의 사람이 적어 사고파는게 쉽지가 않아요 이런점은 지역에 따라서 차이를 두는것이 좋을것같아요,다 좋은데 같은 동네 인증 범위가 좀 더 넓었으면 좋겠어요 시골이어서 같은 동네 시내에 나가는 거나 옆 동네 나가는 거나 비슷한데 좀 더 멀다고 인증하라고 떠서 원하는 물건을 못 살 때가 많아요 동네가 시골이라 제 비슷한 연령대의 사람이 적어 사고파는 게 쉽지가 않아요 이런 점은 지역에 따라서 차이를 두는 것이 좋을 것 같아요
당근마켓,윤정,2021년 6월 28일,4,,분실같은건 동네인증이 아니더라도 광범위하게 글을 쓰거나 댓글을 달 수 있게 했으면 좋겠어요 길거리에서 주운게 아니라 어디 멀리서 주웠다면 그 주변 동네로 설정하고 글을 써야하는데 인증까지 하려면 너무 복잡한 것 같아요 아니면 다른 동네로 설정하고 다른 동네 사람들이랑 연락할 수 있게 해주세요.. 인증까지 해야할 필요가 있나요?🥲,분실같은건 동네인증이 아니더라도 광범위하게 글을 쓰거나 댓글을 달 수 있게 했으면 좋겠어요 길거리에서 주운게 아니라 어디 멀리서 주웠다면 그 주변 동네로 설정하고 글을 써야하는데 인증까지 하려면 너무 복잡한 것 같아요 아니면 다른 동네로 설정하고 다른 동네 사람들이랑 연락할 수 있게 해주세요 인증까지 해야할 필요가 있나요 ,분실 같은 건 동네 인증이 아니더라도 광범위하게 글을 쓰거나 댓글을 달 수 있게 했으면 좋겠어요 길거리에서 주운 게 아니라 어디 멀리서 주웠다면 그 주변 동네로 설정하고 글을 써야 하는데 인증까지 하려면 너무 복잡한 것 같아요 아니면 다른 동네로 설정하고 다른 동네 사람들이랑 연락할 수 있게 해주세요 인증까지 해야 할 필요가 있나요 
당근마켓,p 0208,2020년 11월 24일,1,4.0,저만 그런건가요?? 특정 게시물 몇가지를 클릭하면 앱이 자꾸 강제중단되며 찾고자하는 물건을 검색하면 뜨는 게시물들이 중간중간 띄엄띄엄 하얗게 비어있거나 반반 겹치는 오류와 스크롤을 올리지않음에도 맨위로 갑자기 올라가거나 강제로 전페이지나 전전페이지로 넘어가는등 어제부터 당근이 미쳤네요...진짜 돌아버릴것같으니까 해결좀 부탁드려요!!!!!!!!!!,저만 그런건가요 특정 게시물 몇가지를 클릭하면 앱이 자꾸 강제중단되며 찾고자하는 물건을 검색하면 뜨는 게시물들이 중간중간 띄엄띄엄 하얗게 비어있거나 반반 겹치는 오류와 스크롤을 올리지않음에도 맨위로 갑자기 올라가거나 강제로 전페이지나 전전페이지로 넘어가는등 어제부터 당근이 미쳤네요 진짜 돌아버릴것같으니까 해결좀 부탁드려요 ,저만 그런 건가요 특정 게시물 몇 가지를 클릭하면 앱이 자꾸 강제 중단되며 찾고자 하는 물건을 검색하면 뜨는 게시물들이 중간중간 띄엄띄엄 하얗게 비어있거나 반반 겹치는 오류와 스크롤을 올리지 않음에도 맨 위로 갑자기 올라가거나 강제로 전 페이지나 전전 페이지로 넘어가는 등 어제부터 당근이 미쳤네요 진짜 돌아버릴 것 같으니까 해결 좀 부탁드려요 
